obs,period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,c_obs,c_unc
608,92,2.01,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,697.4350000000001,100
609,92,2.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,695.4730000000001,100
610,92,3.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,545.424,100
611,92,4.99,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,475.65,100
612,92,5.95,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,447.89700000000005,100
613,93,1,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,746.549,100
614,93,2.01,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,661.026,100
615,93,2.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,561.952,100
616,93,3.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,487.681,100
617,93,4.99,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,447.361,100
618,93,5.95,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,367.028,100
619,94,1,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,701.1409999999998,100
620,94,2.01,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,538.84,100
621,94,2.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,454.478,100
622,94,3.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,373.47400000000005,100
623,94,4.99,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,363.678,100
624,94,5.95,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,312.651,100
625,95,1,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,634.396,100
626,95,2.01,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,474.067,100
627,95,2.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,508.05999999999995,100
628,95,3.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,399.051,100
629,95,4.99,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,426.95500000000004,100
630,95,5.95,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,249.88,100
631,96,1,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,721.226,100
632,96,2.01,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,581.932,100
633,96,2.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,554.018,100
634,96,3.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,428.39,100
635,96,4.99,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,418.801,100
636,96,5.95,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,345.065,100
637,97,1,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,792.0319999999999,100
638,97,2.01,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,655.795,100
639,97,2.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,661.494,100
640,97,3.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,465.634,100
641,97,4.99,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,547.365,100
642,97,5.95,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,385.57000000000005,100
643,98,1,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,318.2,329.3,99,253.7,0,0,0,0,0,0,0,726.12,100
644,98,2.01,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,318.2,329.3,99,253.7,0,0,0,0,0,0,0,664.5550000000001,100
645,98,2.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,318.2,329.3,99,253.7,0,0,0,0,0,0,0,627.3839999999999,100
646,98,3.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,318.2,329.3,99,253.7,0,0,0,0,0,0,0,499.08799999999997,100
647,98,4.99,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,318.2,329.3,99,253.7,0,0,0,0,0,0,0,476.27699999999993,100
648,98,5.95,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,318.2,329.3,99,253.7,0,0,0,0,0,0,0,408.53299999999996,100
649,99,1,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,557.087,100
650,99,2.01,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,451.038,100
651,99,2.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,358.21,100
652,99,3.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,285.443,100
653,99,4.99,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,284.089,100
654,99,5.95,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,252.193,100
655,100,1,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,708.21,100
656,100,2.01,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,677.123,100
657,100,2.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,583.296,100
658,100,3.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,463.694,100
659,100,4.99,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,421.97200000000004,100
660,100,5.95,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,424.411,100
661,101,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,717.826,100
662,101,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,751.576,100
663,101,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,734.272,100
664,101,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,691.9530000000001,100
665,101,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,631.388,100
666,101,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,427.952,100
667,102,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,883.25,100
668,102,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,886.8829999999999,100
669,102,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,884.8820000000001,100
670,102,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,914.459,100
671,102,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,832.3139999999999,100
672,102,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,777.24,100
673,103,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,858.7620000000001,100
674,103,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,884.654,100
675,103,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,913.535,100
676,103,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,827.1279999999999,100
677,103,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,630.752,100
678,103,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,616.5110000000001,100
679,104,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,840.899,100
680,104,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,800.526,100
681,104,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,799.386,100
682,104,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,743.582,100
683,104,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,626.05,100
684,104,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,581.766,100
685,105,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,745.8000000000001,100
686,105,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,741.9870000000001,100
687,105,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,637.865,100
688,105,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,678.0240000000001,100
689,105,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,526.539,100
690,105,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,601.603,100
691,106,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,816.6119999999999,100
692,106,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,760.514,100
693,106,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,758.773,100
694,106,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,699.452,100
695,106,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,660.311,100
696,106,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,531.9789999999999,100
697,107,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,824.1859999999999,100
698,107,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,863.467,100
699,107,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,878.021,100
700,107,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,747.8950000000001,100
701,107,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,697.483,100
702,107,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,702.139,100
703,108,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,819.357,100
704,108,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,834.2059999999999,100
705,108,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,876.3580000000001,100
706,108,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,791.508,100
707,108,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,665.393,100
708,108,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,656.8649999999999,100
709,109,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,577.211,100
710,109,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,491.68,100
711,109,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,449.68600000000004,100
712,109,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,387.27200000000005,100
713,109,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,412.563,100
714,109,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,385.805,100
715,110,0.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,770.8960000000001,100
716,110,1.93,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,858.8599999999999,100
717,110,2.97,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,764.409,100
718,110,3.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,775.043,100
719,110,4.95,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,483.447,100
720,110,5.96,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,509.53499999999997,100
721,111,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,759.4499999999999,100
722,111,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,620.9350000000001,100
723,111,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,576.822,100
724,111,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,572.463,100
725,111,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,527.072,100
726,111,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,430.303,100
727,112,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,965.593,100
728,112,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,761.464,100
729,112,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,909.544,100
730,112,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,818.775,100
731,112,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,820.875,100
732,112,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,749.8580000000001,100
733,113,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,835.437,100
734,113,1.98,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,801.4369999999999,100
735,113,3.02,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,782.325,100
736,113,4,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,742.256,100
737,113,4.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,639.673,100
738,113,6.01,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,484.89300000000003,100
739,114,0.99,-26.6,-22.3,-14.9,-3.7,5,12.2,15.6,13.9,6.9,0.2,-11.9,-21.7,542.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,729.46,100
